postcode,latitude,longitude,altitude
0840,-12.749956,130.524993,0
0841,-12.801028,130.955789,0
0845,-13.038663,131.072091,0
0846,-13.226806,131.098416,0
0847,-13.824123,131.835799,0
0850,-14.464497,132.262021,0
0851,-14.464497,132.262021,0
0852,-14.92267,133.064654,0
0852,-16.252155,133.367852,0
0852,-14.464497,132.262021,0
0852,-19.141443,130.051529,0
0852,-15.62712,132.944488,0
0852,-12.360929,130.880316,0
0852,-14.65403,134.78167,0
0852,-17.450131,130.103437,0
0854,-16.81839,137.14707,0
0860,-19.648306,134.186642,0
0861,-18.94406,134.318373,0
0861,-19.648306,134.186642,0
0862,-20.231104,137.762232,0
0862,-17.939922,135.588193,0
0862,-23.684,133.869007,0
0862,-18.409609,133.882689,0
0862,-18.629682,133.906927,0
0862,-17.54887,133.538826,0
0862,-23.695949,133.889816,0
0862,-19.648306,134.186642,0
0862,-19.512201,134.068348,0
0862,-17.142478,137.591784,0
0870,-12.436101,130.84059,0
0871,-12.436101,130.84059,0
0872,-20.998545,134.3822,0
0872,-12.436101,130.84059,0
0872,-25.962716,131.606872,0
0872,-23.747506,133.926632,0
0872,-24.166937,132.286759,0
0872,-12.364467,130.876251,0
0872,-25.698005,134.339708,0
0872,-22.590927,125.664556,0
0872,-23.509293,132.185203,0
0872,-12.486851,130.991347,0
0872,-24.730598,135.332238,0
0872,-12.477758,131.068332,0
0872,-12.486152,130.992541,0
0872,-21.717344,133.030085,0
0872,-22.391277,132.11368,0
0872,-22.25909,131.808398,0
0872,-25.242047,130.98556,0
0880,-12.378064,130.871791,0
0880,-12.18421,136.783889,0
0881,-12.18421,136.783889,0
0886,-12.381028,130.893097,0
0906,-12.426641,130.882367,0
0907,-12.426641,130.882367,0
1001,-33.794883,151.268071,0
1002,-33.794883,151.268071,0
1003,-33.794883,151.268071,0
1004,-33.794883,151.268071,0
1005,-33.794883,151.268071,0
1006,-33.794883,151.268071,0
1007,-33.794883,151.268071,0
1008,-33.794883,151.268071,0
1009,-33.794883,151.268071,0
1010,-33.794883,151.268071,0
1011,-33.794883,151.268071,0
1020,-33.794883,151.268071,0
1021,-33.794883,151.268071,0
1022,-33.794883,151.268071,0
1023,-33.794883,151.268071,0
1025,-33.794883,151.268071,0
1026,-33.794883,151.268071,0
1027,-33.794883,151.268071,0
1028,-33.794883,151.268071,0
1029,-33.794883,151.268071,0
1030,-33.794883,151.268071,0
1031,-33.794883,151.268071,0
1032,-33.662834,150.874182,0
1033,-33.794883,151.268071,0
1034,-33.794883,151.268071,0
1035,-33.794883,151.268071,0
1036,-33.794883,151.268071,0
1037,-33.794883,151.268071,0
1038,-33.794883,151.268071,0
1039,-33.794883,151.268071,0
1040,-33.794883,151.268071,0
1041,-33.794883,151.268071,0
1042,-33.794883,151.268071,0
1043,-33.794883,151.268071,0
1044,-33.794883,151.268071,0
1045,-33.794883,151.268071,0
1046,-33.794883,151.268071,0
1100,-33.794883,151.268071,0
1101,-33.794883,151.268071,0
1105,-33.794883,151.268071,0
1106,-33.794883,151.268071,0
1107,-33.794883,151.268071,0
1108,-33.794883,151.268071,0
1109,-33.794883,151.268071,0
1110,-33.794883,151.268071,0
1112,-33.794883,151.268071,0
1113,-33.794883,151.268071,0
1114,-33.794883,151.268071,0
1115,-33.794883,151.268071,0
1116,-33.666729,150.866145,0
1117,-33.664575,150.87022,0
1118,-33.794883,151.268071,0
1119,-33.794883,151.268071,0
1120,-33.794883,151.268071,0
1121,-33.794883,151.268071,0
1122,-33.794883,151.268071,0
1123,-33.794883,151.268071,0
1124,-33.794883,151.268071,0
1125,-33.794883,151.268071,0
1126,-33.794883,151.268071,0
1127,-33.794883,151.268071,0
1128,-33.794883,151.268071,0
1129,-33.794883,151.268071,0
1130,-33.794883,151.268071,0
1131,-33.794883,151.268071,0
1132,-33.66279,150.874265,0
1133,-33.794883,151.268071,0
1134,-33.794883,151.268071,0
1135,-33.794883,151.268071,0
1136,-33.794883,151.268071,0
1137,-33.794883,151.268071,0
1138,-33.794883,151.268071,0
1139,-33.794883,151.268071,0
1140,-33.794883,151.268071,0
1141,-33.794883,151.268071,0
1142,-33.794883,151.268071,0
1143,-33.794883,151.268071,0
1144,-33.794883,151.268071,0
1145,-33.794883,151.268071,0
1146,-33.794883,151.268071,0
1147,-33.794883,151.268071,0
1148,-33.794883,151.268071,0
1149,-33.794883,151.268071,0
1150,-33.794883,151.268071,0
1151,-33.794883,151.268071,0
1152,-33.794883,151.268071,0
1153,-33.794883,151.268071,0
1154,-33.794883,151.268071,0
1155,-33.794883,151.268071,0
1156,-33.794883,151.268071,0
1157,-33.794883,151.268071,0
1158,-33.794883,151.268071,0
1159,-33.794883,151.268071,0
1160,-33.794883,151.268071,0
1161,-33.794883,151.268071,0
1162,-33.794883,151.268071,0
1163,-33.794883,151.268071,0
1164,-33.794883,151.268071,0
1165,-33.794883,151.268071,0
1166,-33.794883,151.268071,0
1167,-33.794883,151.268071,0
1168,-33.794883,151.268071,0
1169,-33.794883,151.268071,0
1170,-33.794883,151.268071,0
1171,-33.794883,151.268071,0
1172,-33.794883,151.268071,0
1173,-33.794883,151.268071,0
1174,-33.794883,151.268071,0
1175,-33.794883,151.268071,0
1176,-33.794883,151.268071,0
1177,-33.794883,151.268071,0
1178,-33.794883,151.268071,0
1179,-33.794883,151.268071,0
1180,-33.794883,151.268071,0
1181,-33.794883,151.268071,0
1182,-33.794883,151.268071,0
1183,-33.794883,151.268071,0
1184,-33.794883,151.268071,0
1185,-33.794883,151.268071,0
1186,-33.794883,151.268071,0
1187,-33.794883,151.268071,0
1188,-33.794883,151.268071,0
1189,-33.794883,151.268071,0
1190,-33.794883,151.268071,0
1191,-33.794883,151.268071,0
1192,-34.790684,147.685283,0
1193,-33.794883,151.268071,0
1194,-33.794883,151.268071,0
1195,-33.794883,151.268071,0
1196,-33.794883,151.268071,0
1197,-33.794883,151.268071,0
1198,-33.794883,151.268071,0
1199,-33.794883,151.268071,0
1200,-33.794883,151.268071,0
1201,-33.794883,151.268071,0
1202,-33.794883,151.268071,0
1203,-33.794883,151.268071,0
1204,-33.794883,151.268071,0
1205,-33.794883,151.268071,0
1206,-33.794883,151.268071,0
1207,-33.794883,151.268071,0
1208,-29.816475,151.659454,0
1209,-33.891788,151.176251,0
1210,-33.891788,151.176251,0
1211,-33.891788,151.176251,0
1212,-33.891788,151.176251,0
1213,-33.891788,151.176251,0
1214,-33.891788,151.176251,0
1215,-33.891788,151.176251,0
1216,-33.741311,151.034025,0
1217,-33.741311,151.034025,0
1218,-33.741311,151.034025,0
1219,-33.741311,151.034025,0
1220,-33.741311,151.034025,0
1221,-33.86533,151.207905,0
1222,-33.86533,151.207905,0
1223,-33.86533,151.207905,0
1224,-33.86533,151.207905,0
1225,-33.86533,151.207905,0
1226,-33.871749,151.206708,0
1227,-33.871749,151.206708,0
1228,-33.871749,151.206708,0
1229,-33.871749,151.206708,0
1230,-33.871749,151.206708,0
1231,-33.815551,151.042528,0
1232,-33.815551,151.042528,0
1233,-33.815551,151.042528,0
1234,-33.815551,151.042528,0
1235,-33.815551,151.042528,0
1236,-29.816475,151.659454,0
1237,-29.816475,151.659454,0
1238,-29.816475,151.659454,0
1239,-29.816475,151.659454,0
1240,-29.816475,151.659454,0
1291,-33.794883,151.268071,0
1292,-33.794883,151.268071,0
1293,-33.794883,151.268071,0
1294,-33.794883,151.268071,0
1295,-33.794883,151.268071,0
1296,-33.794883,151.268071,0
1297,-33.794883,151.268071,0
1298,-33.794883,151.268071,0
1299,-33.794883,151.268071,0
1300,-33.877331,151.220876,0
1335,-33.82269,151.117575,0
1340,-35.537721,148.021014,0
1355,-33.893739,151.262502,0
1360,-33.87584,151.241938,0
1401,-33.884217,151.199825,0
1420,-33.726098,150.931838,0
1422,-33.726098,150.931838,0
1423,-33.726098,150.931838,0
1424,-33.726098,150.931838,0
1425,-33.726098,150.931838,0
1426,-33.726098,150.931838,0
1427,-33.726098,150.931838,0
1428,-33.726098,150.931838,0
1429,-33.726098,150.931838,0
1430,-33.890232,151.199489,0
1435,-33.711785,151.108248,0
1440,-33.902836,151.057914,0
1441,-33.902836,151.057914,0
1445,-34.083089,151.007691,0
1450,-30.305815,153.13679,0
1455,-33.947087,151.197644,0
1460,-33.926669,151.210791,0
1465,-33.888549,151.140735,0
1466,-33.906561,151.234417,0
1470,-33.842999,151.151958,0
1475,-33.90911,151.15334,0
1476,-33.90911,151.15334,0
1480,-33.935923,151.100027,0
1490,-34.035878,151.107201,0
1493,-33.975869,151.088939,0
1495,-34.046927,151.123943,0
1499,-34.015705,151.0622,0
1515,-33.824607,151.207261,0
1565,-33.865367,151.193071,0
1570,-33.808087,151.192733,0
1582,-33.83459,151.20085,0
1585,-33.83459,151.20085,0
1590,-33.292001,151.468652,0
1595,-33.791875,151.187955,0
1597,-33.791875,151.187955,0
1630,-33.707684,151.099812,0
1639,-33.793137,151.246751,0
1640,-33.793137,151.246751,0
1655,-33.329799,151.505125,0
1658,-33.698773,151.216799,0
1660,-33.698773,151.216799,0
1675,-33.833033,151.139681,0
1680,-33.761498,151.137807,0
1685,-33.80406,151.09064,0
1700,-33.950299,151.206982,0
1710,-33.78417,151.116696,0
1712,-33.78417,151.116696,0
1715,-33.758433,151.049106,0
1730,-33.760263,150.966912,0
1740,-33.886166,151.139472,0
1741,-33.886166,151.139472,0
1750,-33.857053,151.023102,0
1755,-33.767239,150.968177,0
1765,-33.735906,151.030535,0
1771,-33.758433,151.049106,0
1790,-33.859047,151.19554,0
1800,-34.096505,150.778939,0
1805,-33.891556,151.10082,0
1811,-33.82328,151.051375,0
1816,-33.877139,151.093326,0
1819,-33.877139,151.093326,0
1830,-33.859289,150.948582,0
1831,-33.859289,150.948582,0
1835,-33.883928,151.023796,0
1848,-33.850193,150.966745,0
1860,-33.850457,150.961124,0
1871,-33.888327,151.103632,0
1875,-33.954639,150.92236,0
1885,-33.907417,151.024581,0
1888,-33.907417,151.024581,0
1890,-33.960035,150.802088,0
1891,-33.932221,151.000183,0
2000,-33.855601,151.20822,0
2000,-33.880777,151.202796,0
2000,-33.858315,151.203519,0
2000,-33.867229,151.213051,0
2000,-33.867139,151.207114,0
2000,-33.877718,151.205723,0
2000,-33.859251,151.208782,0
2001,-33.794883,151.268071,0
2002,-35.974434,146.40506,0
2006,-33.887926,151.186923,0
2007,-33.884366,151.196502,0
2007,-33.878416,151.197272,0
2008,-33.886844,151.201715,0
2008,-33.891348,151.191243,0
2009,-33.869709,151.19393,0
2010,-33.879825,151.21956,0
2010,-33.888821,151.213328,0
2011,-33.872829,151.226593,0
2011,-33.867206,151.225205,0
2011,-33.869026,151.225603,0
2011,-33.87624,151.228614,0
2011,-33.869283,151.220412,0
2012,-33.726098,150.931838,0
2013,-33.726098,150.931838,0
2015,-33.897571,151.195567,0
2015,-33.911613,151.20189,0
2015,-33.897075,151.19113,0
2016,-33.892778,151.203901,0
2017,-33.9004,151.206144,0
2017,-33.909938,151.206234,0
2018,-33.925133,151.213199,0
2018,-33.920412,151.203107,0
2019,-33.95742,151.206715,0
2019,-33.94477,151.196528,0
2020,-33.931189,151.19431,0
2020,-33.931479,151.184989,0
2020,-33.932035,151.1687,0
2021,-33.893632,151.219357,0
2021,-33.885032,151.226475,0
2022,-33.892324,151.24733,0
2022,-33.891431,151.250862,0
2022,-33.903188,151.247205,0
2023,-33.887189,151.258935,0
2024,-33.902328,151.263838,0
2024,-33.897955,151.252059,0
2025,-33.885795,151.24413,0
2026,-33.893739,151.262502,0
2026,-33.890542,151.274856,0
2026,-33.8857,151.279788,0
2026,-33.897439,151.271839,0
2027,-33.873808,151.236683,0
2027,-33.878586,151.235106,0
2027,-33.872495,151.235668,0
2027,-33.870083,151.252329,0
2028,-33.87906,151.243095,0
2029,-33.866555,151.280456,0
2030,-33.874405,151.280416,0
2030,-33.837706,151.281602,0
2030,-33.866555,151.280456,0
2030,-33.859047,151.278434,0
2030,-33.844806,151.282368,0
2031,-33.912639,151.262021,0
2031,-33.911604,151.254892,0
2031,-33.913164,151.241993,0
2031,-33.920227,151.242689,0
2032,-33.928043,151.22513,0
2032,-33.924922,151.227811,0
2033,-33.912997,151.219017,0
2034,-33.920491,151.254401,0
2034,-33.931293,151.256089,0
2035,-33.946123,151.242818,0
2035,-33.948856,151.246592,0
2035,-33.940108,151.228411,0
2036,-33.976546,151.240248,0
2036,-33.946043,151.223301,0
2036,-33.952685,151.231341,0
2036,-33.989634,151.231507,0
2036,-33.981177,151.243206,0
2036,-33.965376,151.245969,0
2036,-33.957549,151.230846,0
2036,-33.980556,151.236692,0
2036,-33.966245,151.225013,0
2037,-33.881215,151.181127,0
2037,-33.880815,151.187791,0
2038,-33.881435,151.170681,0
2039,-33.863063,151.170573,0
2040,-33.883793,151.157057,0
2040,-33.872991,151.165788,0
2041,-33.856498,151.178009,0
2041,-33.857833,151.190598,0
2041,-33.853386,151.180609,0
2042,-33.899362,151.171098,0
2042,-33.896449,151.180013,0
2043,-33.902234,151.186192,0
2044,-33.911062,151.180126,0
2044,-33.915222,151.166104,0
2044,-33.924777,151.160747,0
2045,-33.880496,151.138839,0
2046,-33.852469,151.129453,0
2046,-33.863194,151.116398,0
2046,-33.851437,151.135954,0
2046,-33.866368,151.130136,0
2046,-33.868208,151.141652,0
2046,-33.86072,151.140711,0
2046,-33.856828,151.130728,0
2047,-33.851056,151.154542,0
2048,-33.897351,151.16535,0
2049,-33.894902,151.144413,0
2049,-33.896242,151.154136,0
2049,-33.889283,151.158575,0
2050,-33.88866,151.177188,0
2050,-33.888668,151.181531,0
2052,-33.906561,151.234417,0
2055,-33.802837,151.104935,0
2057,-33.791988,151.1899,0
2059,-33.802837,151.104935,0
2060,-33.840633,151.19497,0
2060,-33.84307,151.208015,0
2060,-33.84464,151.20425,0
2060,-33.838265,151.206481,0
2060,-33.837788,151.208276,0
2060,-33.839969,151.195808,0
2061,-33.846275,151.212705,0
2061,-33.847526,151.211568,0
2062,-33.821953,151.21043,0
2063,-33.815028,151.222266,0
2064,-33.807664,151.189662,0
2065,-33.82609,151.199192,0
2065,-33.831958,151.186129,0
2065,-33.817299,151.20116,0
2065,-33.821588,151.191396,0
2065,-33.823248,151.195504,0
2065,-33.828158,151.196621,0
2066,-33.814599,151.168722,0
2066,-33.807556,151.170912,0
2066,-33.806246,151.153281,0
2066,-33.826777,151.148251,0
2066,-33.833096,151.165342,0
2066,-33.829732,151.177751,0
2066,-33.825587,151.159934,0
2067,-33.795617,151.185329,0
2067,-33.796332,151.167142,0
2068,-33.802403,151.212643,0
2068,-33.794087,151.207975,0
2068,-33.793089,151.195787,0
2068,-33.801483,151.1986,0
2068,-33.802534,151.203505,0
2068,-33.793089,151.195787,0
2069,-33.784165,151.199948,0
2069,-33.784635,151.177111,0
2069,-33.778902,151.195195,0
2070,-33.766415,151.186095,0
2070,-33.776441,151.168736,0
2070,-33.784382,151.158141,0
2071,-33.753498,151.170003,0
2071,-33.766376,151.162047,0
2072,-33.757349,151.155678,0
2073,-33.74414,151.141103,0
2073,-33.760383,151.126038,0
2074,-33.713419,151.147146,0
2074,-33.746027,151.113441,0
2074,-33.733244,151.129809,0
2074,-33.722839,151.126134,0
2075,-33.730601,151.158551,0
2075,-33.707895,151.163446,0
2076,-33.720999,151.097331,0
2076,-33.702704,151.123179,0
2076,-33.716405,151.118119,0
2077,-33.687484,151.108685,0
2077,-33.704748,151.098696,0
2077,-33.670086,151.095503,0
2077,-33.709541,151.104136,0
2079,-33.664817,151.117161,0
2080,-33.628729,151.226792,0
2081,-33.623581,151.150117,0
2081,-33.589491,151.171015,0
2082,-33.610968,151.136829,0
2082,-33.601653,151.11837,0
2083,-33.507463,151.163329,0
2083,-33.548006,151.22519,0
2083,-33.514637,151.195142,0
2083,-33.519596,151.223002,0
2083,-33.539357,151.241762,0
2083,-33.518967,151.176541,0
2083,-33.490356,151.186179,0
2084,-33.619578,151.203831,0
2084,-33.676775,151.199879,0
2084,-33.683644,151.22847,0
2085,-33.739288,151.211439,0
2085,-33.761674,151.278773,0
2085,-33.738731,151.194197,0
2086,-33.750964,151.226036,0
2086,-33.751488,151.245461,0
2087,-33.762011,151.21406,0
2087,-33.773728,151.216125,0
2088,-33.829077,151.24409,0
2088,-33.822964,151.242292,0
2089,-33.83112,151.221232,0
2089,-33.831529,151.222401,0
2090,-33.828131,151.230233,0
2090,-33.843075,151.228923,0
2090,-33.84447,151.228231,0
2092,-33.797106,151.251146,0
2093,-33.794121,151.26268,0
2093,-33.800553,151.257401,0
2093,-33.808238,151.255095,0
2093,-33.784036,151.267315,0
2093,-33.787074,151.251721,0
2094,-33.794163,151.273978,0
2095,-33.797144,151.28804,0
2095,-33.801822,151.288876,0
2096,-33.768937,151.294035,0
2096,-33.778663,151.285772,0
2096,-33.784595,151.287817,0
2097,-33.740969,151.303133,0
2097,-33.732122,151.301232,0
2097,-33.728047,151.286514,0
2097,-33.732476,151.277439,0
2099,-33.740353,151.278523,0
2099,-33.753451,151.28554,0
2099,-33.749912,151.274687,0
2099,-33.761652,151.295691,0
2100,-33.765076,151.248864,0
2100,-33.752406,151.261272,0
2100,-33.766629,151.273824,0
2100,-33.775702,151.269339,0
2100,-33.730197,151.248218,0
2100,-33.767737,151.266062,0
2101,-33.695015,151.280156,0
2101,-33.683176,151.262322,0
2101,-33.723127,151.287366,0
2101,-33.702661,151.293622,0
2102,-33.686265,151.29908,0
2103,-33.67707,151.300316,0
2104,-33.66445,151.298945,0
2105,-33.644873,151.284352,0
2105,-33.642011,151.276109,0
2105,-33.637405,151.278429,0
2105,-33.641752,151.290116,0
2106,-33.659896,151.309312,0
2106,-33.652485,151.322776,0
2107,-33.636325,151.330596,0
2107,-33.645562,151.323857,0
2107,-33.623135,151.327046,0
2107,-33.634905,151.313321,0
2107,-33.624257,151.31871,0
2107,-33.637041,151.305538,0
2107,-33.614274,151.330438,0
2108,-33.6048,151.29883,0
2108,-33.597338,151.298367,0
2108,-33.591729,151.300451,0
2108,-33.623044,151.281623,0
2108,-33.604282,151.321419,0
2108,-33.602384,151.293682,0
2109,-33.774321,151.111988,0
2110,-33.83484,151.154196,0
2110,-33.838393,151.172535,0
2111,-33.820941,151.140067,0
2111,-33.832894,151.126964,0
2111,-33.842216,151.135943,0
2111,-33.839798,151.144587,0
2111,-33.840088,151.145968,0
2111,-33.82248,151.125215,0
2111,-33.831448,151.117286,0
2112,-33.797177,151.097546,0
2112,-33.824735,151.112549,0
2112,-33.812953,151.104942,0
2113,-33.798595,151.133903,0
2113,-33.813769,151.140289,0
2113,-33.777139,151.120702,0
2113,-33.779795,151.134041,0
2113,-33.79677,151.124355,0
2114,-33.799441,151.07959,0
2114,-33.802382,151.066085,0
2114,-33.815912,151.090715,0
2114,-33.816575,151.076089,0
2114,-33.807712,151.088724,0
2115,-33.814144,151.054495,0
2116,-33.811244,151.034464,0
2117,-33.799405,151.044189,0
2117,-33.78724,151.061185,0
2117,-33.796298,151.026314,0
2117,-33.795986,151.045106,0
2118,-33.782959,151.047707,0
2118,-33.776166,151.0524,0
2118,-33.763237,151.047719,0
2118,-33.784272,151.02806,0
2119,-33.749498,151.064533,0
2119,-33.76169,151.079364,0
2120,-33.738681,151.071433,0
2120,-33.730816,151.081226,0
2120,-33.711956,151.072836,0
2121,-33.772549,151.082365,0
2121,-33.759777,151.087742,0
2122,-33.789986,151.080914,0
2122,-33.783971,151.094241,0
2123,-33.886166,151.139472,0
2124,-33.886166,151.139472,0
2125,-33.753676,151.039113,0
2126,-33.722019,151.041806,0
2127,-33.85283,151.076186,0
2127,-33.839276,151.054828,0
2128,-33.835928,151.047591,0
2129,-33.871209,151.191884,0
2130,-33.891712,151.137258,0
2131,-33.889498,151.127444,0
2132,-33.883163,151.114771,0
2133,-33.895299,151.108581,0
2133,-33.895575,151.093456,0
2134,-33.877423,151.103682,0
2134,-33.876154,151.103933,0
2135,-33.873913,151.093993,0
2136,-33.888328,151.103412,0
2136,-33.886854,151.092425,0
2136,-33.891711,151.082992,0
2137,-33.841583,151.107502,0
2137,-33.849081,151.113765,0
2137,-33.857857,151.103502,0
2137,-33.843435,151.10698,0
2137,-33.85746,151.091954,0
2138,-33.848041,151.087326,0
2138,-33.841665,151.083609,0
2138,-33.830764,151.088105,0
2139,-33.837702,151.095046,0
2140,-33.859654,151.081847,0
2140,-33.867767,151.08447,0
2140,-33.866788,151.069369,0
2141,-33.871904,151.031033,0
2141,-33.865218,151.043519,0
2141,-33.854197,151.047419,0
2141,-33.866398,151.058147,0
2142,-33.853251,151.008129,0
2142,-33.816872,151.022191,0
2142,-33.832322,151.019414,0
2142,-33.835887,151.01064,0
2142,-33.829836,150.993334,0
2142,-33.819992,151.024558,0
2142,-33.863022,151.006224,0
2143,-33.89022,151.022398,0
2143,-33.898247,151.031087,0
2143,-33.883928,151.023796,0
2144,-33.849322,151.033421,0
2145,-33.799843,150.947276,0
2145,-33.829667,150.951452,0
2145,-33.82066,150.990511,0
2145,-33.821944,150.923752,0
2145,-33.801912,150.955614,0
2145,-33.823892,150.969376,0
2145,-33.805922,150.970183,0
2145,-33.805332,150.986608,0
2146,-33.792713,150.974108,0
2146,-33.788942,150.950644,0
2146,-33.788155,150.960639,0
2147,-33.742079,150.922711,0
2147,-33.761339,150.930337,0
2147,-33.775477,150.934257,0
2147,-33.771047,150.923871,0
2148,-33.787266,150.871959,0
2148,-33.770184,150.908501,0
2148,-33.770162,150.905148,0
2148,-33.797537,150.879863,0
2148,-33.745736,150.904598,0
2148,-33.746168,150.898338,0
2148,-33.801553,150.916198,0
2150,-33.822427,151.008961,0
2150,-33.816957,151.003451,0
2150,-33.817717,151.001359,0
2151,-33.798043,151.010707,0
2151,-33.768119,151.02854,0
2152,-33.783849,150.994336,0
2153,-33.758601,150.992887,0
2153,-33.737345,150.95501,0
2153,-33.776054,150.987795,0
2154,-33.732307,151.005616,0
2155,-33.703416,150.946875,0
2155,-33.712415,150.958009,0
2155,-33.700104,150.92865,0
2155,-33.682068,150.915397,0
2156,-33.657772,150.943505,0
2156,-33.703218,151.006899,0
2156,-33.661023,151.005034,0
2157,-33.508714,151.061148,0
2157,-33.549519,151.012846,0
2157,-33.620011,151.023035,0
2158,-33.681875,151.028435,0
2158,-33.648471,151.021276,0
2158,-33.695103,151.017906,0
2159,-33.623101,151.052726,0
2159,-33.61497,151.095573,0
2159,-33.602321,151.055702,0
2159,-33.652661,151.043059,0
2160,-33.836381,150.989219,0
2160,-33.832864,150.972036,0
2161,-33.853984,150.985958,0
2161,-33.851099,150.972299,0
2161,-33.867084,150.988073,0
2161,-33.860889,150.969356,0
2162,-33.883157,151.001185,0
2162,-33.885501,151.011469,0
2163,-33.884558,150.961884,0
2163,-33.893687,150.971005,0
2163,-33.883679,150.976468,0
2164,-33.853546,150.940431,0
2164,-33.850834,150.922215,0
2164,-33.847512,150.913204,0
2164,-33.84063,150.961859,0
2165,-33.868529,150.955512,0
2165,-33.869449,150.977528,0
2165,-33.864603,150.938451,0
2165,-33.868955,150.922057,0
2166,-33.89507,150.935889,0
2166,-33.899136,150.917514,0
2166,-33.883633,150.923895,0
2166,-33.887291,150.943275,0
2166,-33.89733,150.952786,0
2167,-33.971305,150.894517,0
2168,-33.917587,150.899095,0
2168,-33.910896,150.875155,0
2168,-33.926577,150.890356,0
2168,-33.903526,150.86636,0
2168,-33.911083,150.889921,0
2168,-33.916611,150.863863,0
2168,-33.920629,150.890212,0
2170,-33.94735,150.907753,0
2170,-33.950422,150.909367,0
2170,-33.916829,150.961662,0
2170,-33.948113,150.953727,0
2170,-33.92505,150.924429,0
2170,-33.933376,150.906608,0
2170,-33.918951,150.923868,0
2170,-33.931947,150.896105,0
2170,-33.933805,150.953602,0
2170,-33.894817,150.90304,0
2170,-33.942903,150.872145,0
2170,-33.913423,150.932752,0
2171,-33.883696,150.853171,0
2171,-33.945088,150.842975,0
2171,-33.92678,150.857888,0
2171,-33.914093,150.843547,0
2171,-33.922272,150.839967,0
2172,-33.966909,150.98764,0
2172,-33.975419,150.993967,0
2172,-33.964547,150.97238,0
2173,-33.950403,150.949972,0
2173,-33.963316,150.936403,0
2175,-33.845034,150.848192,0
2176,-33.877538,150.867768,0
2176,-33.86626,150.88415,0
2176,-33.877057,150.875292,0
2176,-33.872187,150.889408,0
2176,-33.867342,150.90213,0
2176,-33.885824,150.905403,0
2176,-33.873966,150.90888,0
2177,-33.888801,150.886505,0
2177,-33.892667,150.868448,0
2178,-33.87478,150.838225,0
2178,-33.88013,150.790485,0
2178,-33.862377,150.807887,0
2179,-33.933109,150.812031,0
2179,-33.964333,150.81727,0
2190,-33.892441,151.055898,0
2190,-33.906744,151.057271,0
2190,-33.917157,151.047838,0
2191,-33.902107,151.083553,0
2192,-33.916035,151.0875,0
2193,-33.901897,151.11932,0
2193,-33.910848,151.121145,0
